"","otu","order","family","genus","species","pident","volcano","site","sitePlot","plant","smplUnit","time.SmplUnit","abundance","Lat1","Long1","horizontalDatum","flowAgeMin","flowAgeMax","predict","spp","n_delim"
"2153","OTU501","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",98.086,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,175,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2154","OTU501","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",98.086,"Mauna Loa","alili","alili_05","BrownCibotium","alili_05_BrownCibotium",60,7,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_135",28
"2155","OTU501","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",98.086,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,40,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_135",28
"2156","OTU501","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",98.086,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,25,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2157","OTU501","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",98.086,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,20,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2158","OTU52","Araneae","Cheiracanthiidae","Cheiracanthium",NA,100,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,11,19.2309167,-155.5134014,"NAD83",11000,30000,"introduced","Araneae_17",3
"2159","OTU52","Araneae","Cheiracanthiidae","Cheiracanthium",NA,100,"Mauna Loa","alili","alili_06","Ilex","alili_06_Ilex",30,14,19.232529,-155.514377,"NAD83",11000,30000,"introduced","Araneae_17",3
"2160","OTU52","Araneae","Cheiracanthiidae","Cheiracanthium",NA,100,"Mauna Loa","alili","alili_06","Melicope","alili_06_Melicope",20,8,19.232529,-155.514377,"NAD83",11000,30000,"introduced","Araneae_17",3
"2161","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_01","BrownCibotium","alili_01_BrownCibotium",59,7,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_61",12
"2162","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,58,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_61",12
"2163","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,7,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_61",12
"2164","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_05","BrownCibotium","alili_05_BrownCibotium",60,7,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_61",12
"2165","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_05","Coprosma","alili_05_Coprosma",30,34,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_61",12
"2166","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,33,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_61",12
"2167","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,6,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_61",12
"2168","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,43,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_61",12
"2169","OTU521","Araneae","Salticidae","Havaika",NA,99.522,"Mauna Loa","alili","alili_15","Melicope","alili_15_Melicope",45,16,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_61",12
"2170","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_01","Broussaisia","alili_01_Broussaisia",68,147,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2171","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,119,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2172","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,12,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_135",28
"2173","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,13,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_135",28
"2174","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_05","BrownCibotium","alili_05_BrownCibotium",60,71,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_135",28
"2175","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_06","Broussaisia","alili_06_Broussaisia",30,5,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_135",28
"2176","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,24,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_135",28
"2177","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_06","Ilex","alili_06_Ilex",30,11,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_135",28
"2178","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,370,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_135",28
"2179","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,194,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_135",28
"2180","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_14","Ilex","alili_14_Ilex",10,13,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_135",28
"2181","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,26,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2182","OTU545","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,21,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2183","OTU556","Araneae","Linyphiidae","Agyneta","decorata",89.448,"Mauna Loa","alili","alili_01","Myrsine","alili_01_Myrsine",10,7,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_41",6
"2184","OTU556","Araneae","Linyphiidae","Agyneta","decorata",89.448,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,20,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_41",6
"2185","OTU570","Araneae","Araneidae","Araneus","omnicolor",90.431,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,19,19.232469,-155.518749,"NAD83",11000,30000,"introduced","Araneae_37",11
"2186","OTU572","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,36,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2187","OTU572","Araneae","Tetragnathidae","Tetragnatha","GoldenDome",99.043,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,5,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2188","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,16,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_93",1
"2189","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_01","Myrsine","alili_01_Myrsine",10,6,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_93",1
"2190","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","Broussaisia","alili_04_Broussaisia",20,46,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2191","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","Freycinetia","alili_04_Freycinetia",20,23,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2192","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,112,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2193","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","Hedyotis","alili_04_Hedyotis",20,12,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2194","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","Ilex","alili_04_Ilex",40,91,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2195","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_04","Melicope","alili_04_Melicope",25,30,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_93",1
"2196","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_05","BrownCibotium","alili_05_BrownCibotium",60,55,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_93",1
"2197","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_05","GreenCibotium","alili_05_GreenCibotium",180,144,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_93",1
"2198","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_05","Melicope","alili_05_Melicope",80,76,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_93",1
"2199","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_06","Ilex","alili_06_Ilex",30,6,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_93",1
"2200","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,239,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_93",1
"2201","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,25,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_93",1
"2202","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_15","Broussaisia","alili_15_Broussaisia",40,26,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_93",1
"2203","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,243,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_93",1
"2204","OTU61","Araneae","Linyphiidae","Orsonwelles","graphica",100,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,98,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_93",1
"2205","OTU64","Araneae","Tetragnathidae","Tetragnatha","kauaiensis",100,"Mauna Loa","alili","alili_06","Coprosma","alili_06_Coprosma",40,14,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_28",8
"2206","OTU64","Araneae","Tetragnathidae","Tetragnatha","kauaiensis",100,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,27,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_28",8
"2207","OTU64","Araneae","Tetragnathidae","Tetragnatha","kauaiensis",100,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,10,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_28",8
"2208","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,43,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_65",9
"2209","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,24,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2210","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,13,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_65",9
"2211","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,5,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_65",9
"2212","OTU65","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.282,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,6,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_65",9
"2213","OTU651","Araneae","Tetragnathidae","Tetragnatha","acuta",99.761,"Mauna Loa","alili","alili_01","Broussaisia","alili_01_Broussaisia",68,5,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_10",11
"2214","OTU651","Araneae","Tetragnathidae","Tetragnatha","acuta",99.761,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,6,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_10",11
"2215","OTU658","Araneae","Tetragnathidae","Tetragnatha","perkinsi",99.761,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,36,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_87",8
"2216","OTU658","Araneae","Tetragnathidae","Tetragnatha","perkinsi",99.761,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,42,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_87",8
"2217","OTU658","Araneae","Tetragnathidae","Tetragnatha","perkinsi",99.761,"Mauna Loa","alili","alili_15","Broussaisia","alili_15_Broussaisia",40,8,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_87",8
"2218","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_01","BrownCibotium","alili_01_BrownCibotium",59,9,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_74",9
"2219","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,24,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_74",9
"2220","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,10,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_74",9
"2221","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,5,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_74",9
"2222","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_04","Ilex","alili_04_Ilex",40,10,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_74",9
"2223","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,6,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_74",9
"2224","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,12,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_74",9
"2225","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_15","Broussaisia","alili_15_Broussaisia",40,39,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_74",9
"2226","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,6,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_74",9
"2227","OTU663","Araneae","Linyphiidae","Agyneta","flibuscrocus",87.799,"Mauna Loa","alili","alili_15","Melicope","alili_15_Melicope",45,11,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_74",9
"2228","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Mauna Loa","alili","alili_05","GreenCibotium","alili_05_GreenCibotium",180,47,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_95",10
"2229","OTU682","Araneae","Thomisidae","Mecaphesa","facunda",99.761,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,10,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_95",10
"2230","OTU684","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,6,19.23428,-155.518397,"NAD83",11000,30000,"introduced","Araneae_36",4
"2231","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_01","Broussaisia","alili_01_Broussaisia",68,6,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_65",9
"2232","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,23,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_65",9
"2233","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,12,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_65",9
"2234","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_04","Coprosma","alili_04_Coprosma",10,14,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_65",9
"2235","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_05","BrownCibotium","alili_05_BrownCibotium",60,24,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_65",9
"2236","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","Broussaisia","alili_06_Broussaisia",30,122,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2237","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","BrownCibotium","alili_06_BrownCibotium",20,5,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2238","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","Coprosma","alili_06_Coprosma",40,13,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2239","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,11,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2240","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","Melicope","alili_06_Melicope",20,6,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2241","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_06","Psychotria","alili_06_Psychotria",30,21,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2242","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,15,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_65",9
"2243","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_14","Ilex","alili_14_Ilex",10,49,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_65",9
"2244","OTU71","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.522,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,98,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_65",9
"2245","OTU718","Araneae","Tetragnathidae","Tetragnatha","anuenue",98.325,"Mauna Loa","alili","alili_14","Ilex","alili_14_Ilex",10,13,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_44",4
"2246","OTU744","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.522,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,10,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_34",5
"2247","OTU749","Araneae","Philodromidae","Philodromus","cespitum",88.729,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,5,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_104",3
"2248","OTU749","Araneae","Philodromidae","Philodromus","cespitum",88.729,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,16,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_104",3
"2249","OTU778","Araneae","Araneidae","Cyclosa","simplicauda",99.522,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,142,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_48",14
"2250","OTU778","Araneae","Araneidae","Cyclosa","simplicauda",99.522,"Mauna Loa","alili","alili_05","GreenCibotium","alili_05_GreenCibotium",180,94,19.230527,-155.515487,"NAD83",11000,30000,"endemic","Araneae_48",14
"2251","OTU791","Araneae","Thomisidae","Mecaphesa","facunda",98.804,"Mauna Loa","alili","alili_04","GreenCibotium","alili_04_GreenCibotium",150,6,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_95",10
"2252","OTU791","Araneae","Thomisidae","Mecaphesa","facunda",98.804,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,6,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_95",10
"2253","OTU856","Araneae","Tetragnathidae","Tetragnatha","cf. stelarobusta",99.282,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,38,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_19",6
"2254","OTU893","Araneae","Araneidae","Araneus","omnicolor",90.191,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,10,19.232529,-155.514377,"NAD83",11000,30000,"introduced","Araneae_37",11
"2255","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,14,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2256","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Mauna Loa","alili","alili_01","Myrsine","alili_01_Myrsine",10,17,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_135",28
"2257","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Mauna Loa","alili","alili_14","BrownCibotium","alili_14_BrownCibotium",62,12,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_135",28
"2258","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,215,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2259","OTU90","Araneae","Tetragnathidae","Tetragnatha","Stardust",99.522,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,20,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_135",28
"2260","OTU902","Araneae","Linyphiidae","Lasiargus",NA,87.351,"Mauna Loa","alili","alili_04","Freycinetia","alili_04_Freycinetia",20,9,19.232498,-155.516658,"NAD83",11000,30000,"endemic","Araneae_74",9
"2261","OTU902","Araneae","Linyphiidae","Lasiargus",NA,87.351,"Mauna Loa","alili","alili_14","GreenCibotium","alili_14_GreenCibotium",187,14,19.232469,-155.518749,"NAD83",11000,30000,"endemic","Araneae_74",9
"2262","OTU909","Araneae","Tetragnathidae","Tetragnatha","Redstar",97.847,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,17,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_113",13
"2263","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,227,19.2309167,-155.5134014,"NAD83",11000,30000,"endemic","Araneae_65",9
"2264","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_06","Broussaisia","alili_06_Broussaisia",30,66,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2265","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_06","Coprosma","alili_06_Coprosma",40,288,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2266","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_06","GreenCibotium","alili_06_GreenCibotium",180,16,19.232529,-155.514377,"NAD83",11000,30000,"endemic","Araneae_65",9
"2267","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_15","BrownCibotium","alili_15_BrownCibotium",30,8,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_65",9
"2268","OTU92","Araneae","Tetragnathidae","Tetragnatha","quasimodo",100,"Mauna Loa","alili","alili_15","GreenCibotium","alili_15_GreenCibotium",200,10,19.23428,-155.518397,"NAD83",11000,30000,"endemic","Araneae_65",9
"2269","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Mauna Loa","alili","alili_01","Coprosma","alili_01_Coprosma",20,8,19.2309167,-155.5134014,"NAD83",11000,30000,"introduced","Trombidiformes_18",3
"2270","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Mauna Loa","alili","alili_01","GreenCibotium","alili_01_GreenCibotium",160,74,19.2309167,-155.5134014,"NAD83",11000,30000,"introduced","Trombidiformes_18",3
"2271","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Mauna Loa","alili","alili_04","BrownCibotium","alili_04_BrownCibotium",75,15,19.232498,-155.516658,"NAD83",11000,30000,"introduced","Trombidiformes_18",3
